SupplierID,Company Name,Contact,Company Location,Category,Rating
SPL-16028,Artisan Woodworks Sdn Bhd,Robert Johnson,Johor Baharu,Bar Stools,3.3
SPL-16029,Contemporary Style Co. Co.,Maria Williams,Batu Pahat,Bookcases,4.9
SPL-16030,Rattan Luxury Living Spaces Inc.,Michael Johnson,Muar,Dining Sets,3.3
SPL-16031,Comfort Craft Furniture Corp.,John Williams,Batu Pahat,Tables,4.7
SPL-16032,Classic Comfort Interiors Corp.,Jeff Lee,Batu Pahat,Bar Stools,3.8
SPL-16033,Fabric Elegant Living Designs Ltd.,Jane Lee,Kuala Lumpur,Dining Sets,3.5
SPL-16034,Contemporary Style Co. LLC,Jeff Alice,Batu Pahat,Dining Sets,3.0
SPL-16035,Office Pro Furnishings Sdn Bhd,Jeff Jones,Muar,Office Furniture,2.8
SPL-16036,Modern Home Furnishings Inc.,Jeff Jones,Batu Pahat,Benches,2.8
SPL-16037,Space Savers Furniture Co.,Robert Lee,Kulai,Outdoor Furniture,3.4
SPL-16038,Artisan Woodworks Sdn Bhd,Maria Garcia,Kulai,Outdoor Furniture,2.9
SPL-16039,Classic Comfort Interiors Inc.,Emma Johnson,Kuala Lumpur,Desks,4.5
SPL-16040,Rattan Comfort Craft Furniture Inc.,Maria Alice,Kulai,Office Furniture,4.2
SPL-16041,Heritage Furniture Makers Inc.,Jeff Williams,Muar,Cabinets,3.4
SPL-16042,Elegant Living Designs Co.,Michael Williams,Johor Baharu,Wardrobes,2.9
SPL-16043,Premium Seating Solutions Co.,Maria Jones,Muar,Bookcases,4.8
SPL-16044,Outdoor Living Designs Ltd.,Sarah Johnson,Kuala Lumpur,Dining Sets,3.1
SPL-16045,Glass Table Masters Inc. Sdn Bhd,Robert Lee,Kuala Lumpur,Outdoor Furniture,3.5
SPL-16046,Fabric Wood Master Creations Ltd.,Maria Smith,Batu Pahat,Desks,3.6
SPL-16047,Modern Home Furnishings Co.,Jane Garcia,Johor Baharu,Dining Sets,4.2
SPL-16048,Office Pro Furnishings LLC,Jane Johnson,Kuala Lumpur,Beds,3.7
SPL-16049,Leather Bedroom Bliss Creations Co.,Maria Smith,Johor Baharu,Chairs,3.1
SPL-16050,Elegant Living Designs Co.,Jane Williams,Johor Baharu,Recliners,2.5
SPL-16051,Plastic Premium Seating Solutions LLC,Maria Lee,Batu Pahat,Bookcases,3.9
SPL-16052,Contemporary Style Co. LLC,Michael Brown,Batu Pahat,Bar Stools,3.0
SPL-16053,Contemporary Style Co. LLC,Sarah Smith,Johor Baharu,Benches,4.7
SPL-16054,Space Savers Furniture Co.,Emma Lee,Kuala Lumpur,Benches,4.4
SPL-16055,Leather Classic Comfort Interiors Co.,John Lee,Kuala Lumpur,Shelving,3.0
SPL-16056,Wood Elegant Living Designs Sdn Bhd,Emma Williams,Batu Pahat,Tables,4.8
SPL-16057,Rattan Space Savers Furniture Corp.,John Williams,Batu Pahat,Sofas,3.5
SPL-16058,Premium Seating Solutions Corp.,Sarah Brown,Batu Pahat,Beds,3.1
SPL-16059,Leather Heritage Furniture Makers Corp.,Emma Jones,Johor Baharu,Beds,4.9
SPL-16060,Wood Heritage Furniture Makers Sdn Bhd,Emma Lee,Batu Pahat,Sofas,2.7
SPL-16061,Heritage Furniture Makers Corp.,Emma Lee,Kuala Lumpur,Outdoor Furniture,2.9
SPL-16062,Heritage Furniture Makers Ltd.,Sarah Brown,Kuala Lumpur,Chairs,4.0
SPL-16063,Office Pro Furnishings LLC,Jane Lee,Kulai,Sofas,4.9
SPL-16064,Classic Comfort Interiors Ltd.,Sarah Smith,Muar,Office Furniture,3.0
SPL-16065,Premium Seating Solutions LLC,Sarah Smith,Muar,Tables,3.7
SPL-16066,Table Masters Inc. Inc.,Michael Alice,Batu Pahat,Chairs,3.3
SPL-16067,Glass Table Masters Inc. Corp.,Jeff Alice,Batu Pahat,Beds,3.6
SPL-16068,Elegant Living Designs Inc.,Robert Williams,Kulai,Dining Sets,3.1
SPL-16069,Wood Master Creations Co.,Emma Garcia,Batu Pahat,Recliners,4.1
SPL-16070,Luxury Living Spaces Corp.,Jeff Lee,Johor Baharu,Benches,4.9
SPL-16071,Heritage Furniture Makers Inc.,Emma Lee,Muar,Tables,4.3
SPL-16072,Table Masters Inc. Ltd.,Jane Alice,Kulai,Sofas,4.2
SPL-16073,Metal Table Masters Inc. LLC,Emma Lee,Johor Baharu,Chairs,3.7
SPL-16074,Premium Seating Solutions Corp.,Jane Jones,Muar,Bookcases,2.9
SPL-16075,Heritage Furniture Makers LLC,Jane Johnson,Kulai,Office Furniture,4.2
SPL-16076,Wood Premium Seating Solutions Ltd.,Robert Smith,Kulai,Bar Stools,3.3
SPL-16077,Elegant Living Designs LLC,Michael Jones,Kuala Lumpur,Dining Sets,2.8
SPL-16078,Artisan Woodworks Sdn Bhd,John Lee,Johor Baharu,Office Furniture,4.0
SPL-16079,Contemporary Style Co. Ltd.,Sarah Jones,Batu Pahat,Bookcases,2.5
SPL-16080,Office Pro Furnishings LLC,Emma Alice,Kulai,Beds,3.2
SPL-16081,Fabric Premium Seating Solutions Corp.,Robert Lee,Muar,Wardrobes,3.5
SPL-16082,Luxury Living Spaces Corp.,Jane Brown,Johor Baharu,Wardrobes,3.6
SPL-16083,Premium Seating Solutions Inc.,Jane Williams,Muar,Bar Stools,3.9
SPL-16084,Space Savers Furniture Co.,Sarah Jones,Batu Pahat,Shelving,4.9
SPL-16085,Wood Master Creations Sdn Bhd,Sarah Garcia,Kuala Lumpur,Cabinets,3.6
SPL-16086,Luxury Living Spaces Co.,Maria Smith,Batu Pahat,Wardrobes,2.9
SPL-16087,Glass Comfort Craft Furniture Co.,Emma Brown,Kuala Lumpur,Bookcases,3.6
SPL-16088,Modern Home Furnishings Inc.,Michael Williams,Johor Baharu,Sofas,2.7
SPL-16089,Wood Luxury Living Spaces Ltd.,Sarah Brown,Batu Pahat,Desks,3.2
SPL-16090,Space Savers Furniture Corp.,Maria Brown,Muar,Beds,2.5
SPL-16091,Wood Master Creations Inc.,Robert Brown,Batu Pahat,Outdoor Furniture,5.0
SPL-16092,Modern Home Furnishings Corp.,Sarah Garcia,Kulai,Benches,5.0
SPL-16093,Wood Master Creations Ltd.,Maria Williams,Kulai,Tables,4.4
SPL-16094,Contemporary Style Co. LLC,Robert Smith,Johor Baharu,Chairs,3.6
SPL-16095,Wood Elegant Living Designs Ltd.,Jane Smith,Kulai,Bar Stools,3.3
SPL-16096,Modern Home Furnishings Ltd.,Robert Alice,Kuala Lumpur,Sofas,2.8
SPL-16097,Plastic Table Masters Inc. LLC,Robert Johnson,Batu Pahat,Shelving,3.3
SPL-16098,Luxury Living Spaces Co.,Michael Williams,Kulai,Dining Sets,3.2
SPL-16099,Contemporary Style Co. LLC,Maria Williams,Kulai,Wardrobes,4.6
SPL-16100,Wood Master Creations Sdn Bhd,Robert Jones,Johor Baharu,Dining Sets,4.4
SPL-16101,Leather Heritage Furniture Makers Corp.,Maria Johnson,Muar,Wardrobes,3.2
SPL-16102,Premium Seating Solutions LLC,Jeff Jones,Johor Baharu,Desks,4.0
SPL-16103,Artisan Woodworks Inc.,Michael Garcia,Muar,Office Furniture,3.6
SPL-16104,Classic Comfort Interiors Corp.,John Alice,Muar,Bookcases,3.1
SPL-16105,Space Savers Furniture Sdn Bhd,Emma Garcia,Kulai,Office Furniture,2.7
SPL-16106,Space Savers Furniture Inc.,Jane Alice,Kulai,Chairs,4.3
SPL-16107,Bedroom Bliss Creations Ltd.,Robert Jones,Muar,Beds,3.6
SPL-16108,Contemporary Style Co. Ltd.,Robert Williams,Kulai,Tables,3.5
SPL-16109,Outdoor Living Designs Corp.,Michael Brown,Johor Baharu,Wardrobes,4.1
SPL-16110,Bedroom Bliss Creations Co.,John Garcia,Muar,Tables,4.1
SPL-16111,Premium Seating Solutions LLC,Jane Brown,Kuala Lumpur,Office Furniture,3.2
SPL-16112,Premium Seating Solutions Co.,Jeff Brown,Johor Baharu,Tables,4.3
SPL-16113,Elegant Living Designs LLC,Emma Smith,Batu Pahat,Desks,4.3
SPL-16114,Plastic Table Masters Inc. Corp.,Michael Garcia,Kuala Lumpur,Beds,4.3
SPL-16115,Heritage Furniture Makers Ltd.,Jane Brown,Johor Baharu,Benches,4.6
SPL-16116,Elegant Living Designs Corp.,Robert Alice,Muar,Sofas,4.7
SPL-16117,Metal Classic Comfort Interiors Inc.,Maria Johnson,Johor Baharu,Cabinets,5.0
SPL-16118,Bedroom Bliss Creations Inc.,John Johnson,Batu Pahat,Dining Sets,3.8
SPL-16119,Metal Bedroom Bliss Creations Sdn Bhd,Sarah Jones,Muar,Wardrobes,3.8
SPL-16120,Premium Seating Solutions Corp.,Emma Lee,Kuala Lumpur,Bookcases,4.0
SPL-16121,Contemporary Style Co. LLC,Michael Garcia,Muar,Office Furniture,4.2
SPL-16122,Wood Office Pro Furnishings Co.,Robert Garcia,Muar,Cabinets,4.6
SPL-16123,Metal Premium Seating Solutions Co.,Robert Lee,Johor Baharu,Shelving,4.8
SPL-16124,Bedroom Bliss Creations LLC,Emma Garcia,Kulai,Shelving,4.6
SPL-16125,Luxury Living Spaces Sdn Bhd,Jeff Garcia,Muar,Tables,4.0
SPL-16126,Heritage Furniture Makers LLC,Sarah Williams,Muar,Bookcases,4.0
SPL-16127,Classic Comfort Interiors Inc.,Maria Alice,Kulai,Desks,2.7
SPL-16128,Plastic Premium Seating Solutions Sdn Bhd,Maria Lee,Muar,Office Furniture,3.3
SPL-16129,Outdoor Living Designs Ltd.,Maria Garcia,Kulai,Beds,4.5
SPL-16130,Metal Comfort Craft Furniture Sdn Bhd,Maria Alice,Kuala Lumpur,Tables,3.9
SPL-16131,Plastic Artisan Woodworks LLC,Jane Lee,Batu Pahat,Bar Stools,3.0
SPL-16132,Office Pro Furnishings Ltd.,Maria Smith,Kulai,Tables,3.7
SPL-16133,Wood Outdoor Living Designs Corp.,Robert Lee,Muar,Outdoor Furniture,4.3
SPL-16134,Elegant Living Designs Sdn Bhd,Emma Alice,Kulai,Tables,2.7
SPL-16135,Leather Outdoor Living Designs Co.,Robert Smith,Kuala Lumpur,Office Furniture,4.0
SPL-16136,Wood Master Creations Inc.,Michael Johnson,Kuala Lumpur,Cabinets,2.7
SPL-16137,Modern Home Furnishings LLC,John Garcia,Johor Baharu,Recliners,3.8
SPL-16138,Comfort Craft Furniture Ltd.,Emma Lee,Johor Baharu,Dining Sets,4.8
SPL-16139,Heritage Furniture Makers Corp.,Michael Garcia,Johor Baharu,Cabinets,4.7
SPL-16140,Office Pro Furnishings Sdn Bhd,Sarah Smith,Batu Pahat,Dining Sets,5.0
SPL-16141,Wood Luxury Living Spaces Corp.,Emma Garcia,Batu Pahat,Office Furniture,3.8
SPL-16142,Classic Comfort Interiors Sdn Bhd,Emma Brown,Muar,Outdoor Furniture,3.7
SPL-16143,Rattan Heritage Furniture Makers Ltd.,Emma Jones,Muar,Desks,4.4
SPL-16144,Rattan Table Masters Inc. LLC,Emma Johnson,Kulai,Dining Sets,3.2
SPL-16145,Fabric Luxury Living Spaces Ltd.,Jeff Lee,Muar,Bookcases,2.7
SPL-16146,Leather Premium Seating Solutions Ltd.,Jane Brown,Kuala Lumpur,Cabinets,4.0
SPL-16147,Classic Comfort Interiors Ltd.,Michael Williams,Batu Pahat,Cabinets,4.9
SPL-16148,Fabric Outdoor Living Designs Co.,Sarah Williams,Kulai,Wardrobes,3.7
SPL-16149,Metal Contemporary Style Co. Corp.,Robert Garcia,Batu Pahat,Beds,3.4
SPL-16150,Classic Comfort Interiors Ltd.,Maria Lee,Kulai,Sofas,4.9
SPL-16151,Luxury Living Spaces LLC,Robert Jones,Muar,Beds,3.4
SPL-16152,Modern Home Furnishings LLC,Emma Smith,Batu Pahat,Tables,4.1
SPL-16153,Wood Premium Seating Solutions Co.,Emma Smith,Johor Baharu,Sofas,3.0
SPL-16154,Heritage Furniture Makers LLC,Jane Smith,Muar,Shelving,3.9
SPL-16155,Plastic Classic Comfort Interiors Sdn Bhd,Jane Johnson,Muar,Dining Sets,2.7
SPL-16156,Space Savers Furniture Inc.,Robert Lee,Batu Pahat,Dining Sets,4.5
SPL-16157,Comfort Craft Furniture Inc.,Sarah Smith,Kuala Lumpur,Bar Stools,3.8
SPL-16158,Bedroom Bliss Creations Corp.,Emma Johnson,Kuala Lumpur,Shelving,4.3
SPL-16159,Fabric Modern Home Furnishings Inc.,John Alice,Johor Baharu,Outdoor Furniture,4.0
SPL-16160,Luxury Living Spaces Sdn Bhd,Robert Brown,Johor Baharu,Recliners,3.9
SPL-16161,Metal Space Savers Furniture Ltd.,John Lee,Johor Baharu,Cabinets,4.5
SPL-16162,Elegant Living Designs LLC,Michael Jones,Johor Baharu,Recliners,3.9
SPL-16163,Luxury Living Spaces Sdn Bhd,Maria Brown,Kuala Lumpur,Chairs,3.0
SPL-16164,Metal Contemporary Style Co. Co.,John Johnson,Batu Pahat,Tables,4.4
SPL-16165,Fabric Table Masters Inc. LLC,Maria Jones,Kulai,Bar Stools,3.8
SPL-16166,Classic Comfort Interiors Sdn Bhd,Sarah Jones,Johor Baharu,Dining Sets,3.8
SPL-16167,Contemporary Style Co. LLC,Jeff Johnson,Johor Baharu,Cabinets,2.6
SPL-16168,Space Savers Furniture Ltd.,Jeff Johnson,Johor Baharu,Office Furniture,4.2
SPL-16169,Space Savers Furniture LLC,Robert Smith,Muar,Bookcases,3.8
SPL-16170,Artisan Woodworks LLC,Robert Lee,Muar,Wardrobes,4.1
SPL-16171,Artisan Woodworks Inc.,John Smith,Kuala Lumpur,Shelving,3.6
SPL-16172,Table Masters Inc. LLC,Jeff Garcia,Batu Pahat,Desks,3.9
SPL-16173,Elegant Living Designs Co.,Robert Lee,Batu Pahat,Benches,4.6
SPL-16174,Glass Elegant Living Designs Sdn Bhd,Maria Jones,Batu Pahat,Recliners,3.4
SPL-16175,Contemporary Style Co. Ltd.,Michael Brown,Kulai,Sofas,2.7
SPL-16176,Glass Elegant Living Designs Corp.,Jeff Lee,Muar,Cabinets,2.9
SPL-16177,Comfort Craft Furniture Corp.,Jeff Lee,Johor Baharu,Beds,3.0
SPL-16178,Wood Master Creations Ltd.,Jeff Lee,Muar,Bookcases,4.9
SPL-16179,Rattan Space Savers Furniture Sdn Bhd,Michael Jones,Muar,Shelving,4.6
SPL-16180,Modern Home Furnishings Ltd.,Michael Jones,Johor Baharu,Bookcases,4.4
SPL-16181,Elegant Living Designs Inc.,Emma Garcia,Batu Pahat,Beds,3.4
SPL-16182,Premium Seating Solutions Inc.,John Williams,Batu Pahat,Recliners,4.3
SPL-16183,Space Savers Furniture LLC,Maria Lee,Kulai,Recliners,3.9
SPL-16184,Classic Comfort Interiors Inc.,Michael Smith,Batu Pahat,Dining Sets,3.6
SPL-16185,Table Masters Inc. Inc.,Michael Lee,Batu Pahat,Bar Stools,3.4
SPL-16186,Metal Bedroom Bliss Creations Corp.,Michael Brown,Johor Baharu,Outdoor Furniture,2.9
SPL-16187,Rattan Classic Comfort Interiors Inc.,John Alice,Batu Pahat,Tables,3.6
SPL-16188,Elegant Living Designs LLC,Maria Lee,Kuala Lumpur,Benches,4.7
SPL-16189,Luxury Living Spaces Inc.,John Garcia,Johor Baharu,Wardrobes,3.5
SPL-16190,Space Savers Furniture Ltd.,Robert Alice,Kulai,Tables,4.6
SPL-16191,Rattan Contemporary Style Co. Inc.,John Smith,Kulai,Cabinets,3.4
SPL-16192,Outdoor Living Designs Corp.,Jane Brown,Johor Baharu,Benches,3.9
SPL-16193,Comfort Craft Furniture Co.,Maria Smith,Batu Pahat,Bookcases,3.2
SPL-16194,Space Savers Furniture Corp.,Robert Garcia,Kulai,Cabinets,3.7
SPL-16195,Fabric Artisan Woodworks Sdn Bhd,Sarah Garcia,Batu Pahat,Dining Sets,3.3
SPL-16196,Space Savers Furniture LLC,Sarah Brown,Kulai,Bookcases,4.8
SPL-16197,Metal Modern Home Furnishings Ltd.,Emma Lee,Batu Pahat,Outdoor Furniture,4.5
SPL-16198,Modern Home Furnishings Sdn Bhd,Emma Jones,Johor Baharu,Dining Sets,4.3
SPL-16199,Contemporary Style Co. Sdn Bhd,John Brown,Muar,Tables,4.4
SPL-16200,Contemporary Style Co. Corp.,Jeff Alice,Kuala Lumpur,Dining Sets,3.7
SPL-16201,Wood Master Creations Ltd.,Sarah Brown,Kuala Lumpur,Bar Stools,4.8
SPL-16202,Contemporary Style Co. Inc.,Jeff Garcia,Kulai,Bookcases,4.7
SPL-16203,Contemporary Style Co. Co.,Jeff Garcia,Kuala Lumpur,Office Furniture,4.8
SPL-16204,Contemporary Style Co. Sdn Bhd,Jane Alice,Johor Baharu,Wardrobes,3.5
SPL-16205,Elegant Living Designs Co.,John Williams,Batu Pahat,Benches,2.9
SPL-16206,Outdoor Living Designs Ltd.,Jane Johnson,Muar,Beds,4.5
SPL-16207,Rattan Contemporary Style Co. LLC,Robert Brown,Kulai,Bar Stools,3.1
SPL-16208,Elegant Living Designs Co.,John Jones,Muar,Benches,2.8
SPL-16209,Table Masters Inc. Co.,John Alice,Kuala Lumpur,Benches,4.7
SPL-16210,Artisan Woodworks Ltd.,Emma Lee,Batu Pahat,Bookcases,4.2
SPL-16211,Elegant Living Designs Corp.,Robert Alice,Muar,Tables,2.7
SPL-16212,Artisan Woodworks LLC,John Williams,Johor Baharu,Sofas,3.8
SPL-16213,Space Savers Furniture LLC,Jeff Williams,Kuala Lumpur,Recliners,4.5
SPL-16214,Artisan Woodworks Sdn Bhd,Jane Garcia,Batu Pahat,Tables,4.6
SPL-16215,Premium Seating Solutions Co.,Jeff Williams,Muar,Office Furniture,4.5
SPL-16216,Leather Artisan Woodworks Inc.,Jeff Smith,Muar,Outdoor Furniture,2.8
SPL-16217,Artisan Woodworks Inc.,Jeff Alice,Muar,Cabinets,4.6
SPL-16218,Elegant Living Designs Corp.,Robert Garcia,Batu Pahat,Wardrobes,3.8
SPL-16219,Bedroom Bliss Creations Inc.,Jeff Jones,Johor Baharu,Tables,3.4
SPL-16220,Contemporary Style Co. Co.,Maria Lee,Johor Baharu,Outdoor Furniture,4.2
SPL-16221,Outdoor Living Designs Corp.,Robert Alice,Kulai,Office Furniture,4.6
SPL-16222,Leather Outdoor Living Designs LLC,John Alice,Kulai,Bar Stools,4.5
SPL-16223,Leather Outdoor Living Designs Co.,Jeff Johnson,Kulai,Sofas,3.2
SPL-16224,Luxury Living Spaces Inc.,Jane Williams,Batu Pahat,Beds,3.8
SPL-16225,Space Savers Furniture Inc.,Sarah Jones,Kuala Lumpur,Sofas,2.7
SPL-16226,Classic Comfort Interiors Corp.,Jane Garcia,Kuala Lumpur,Shelving,3.1
SPL-16227,Premium Seating Solutions Sdn Bhd,Robert Garcia,Batu Pahat,Office Furniture,4.5
SPL-16228,Luxury Living Spaces Inc.,Jane Williams,Batu Pahat,Chairs,2.7
SPL-16229,Office Pro Furnishings LLC,Jeff Lee,Kuala Lumpur,Dining Sets,2.9
SPL-16230,Contemporary Style Co. Sdn Bhd,Maria Lee,Muar,Cabinets,4.5
SPL-16231,Heritage Furniture Makers Co.,Robert Williams,Kuala Lumpur,Sofas,2.8
SPL-16232,Premium Seating Solutions Co.,Maria Garcia,Muar,Cabinets,3.5
SPL-16233,Fabric Outdoor Living Designs Co.,Maria Johnson,Muar,Wardrobes,3.0
SPL-16234,Premium Seating Solutions LLC,Jane Williams,Muar,Outdoor Furniture,3.2
SPL-16235,Fabric Elegant Living Designs LLC,Emma Alice,Batu Pahat,Shelving,4.4
SPL-16236,Elegant Living Designs Inc.,Jane Brown,Kuala Lumpur,Beds,3.4
SPL-16237,Rattan Classic Comfort Interiors Inc.,Emma Williams,Batu Pahat,Chairs,4.1
SPL-16238,Fabric Classic Comfort Interiors Co.,Michael Jones,Muar,Office Furniture,3.1
SPL-16239,Elegant Living Designs LLC,Jane Williams,Batu Pahat,Sofas,4.8
SPL-16240,Heritage Furniture Makers LLC,Emma Garcia,Kulai,Dining Sets,4.1
SPL-16241,Office Pro Furnishings Co.,Michael Williams,Batu Pahat,Beds,2.7
SPL-16242,Heritage Furniture Makers Sdn Bhd,Robert Johnson,Muar,Office Furniture,3.6
SPL-16243,Luxury Living Spaces Sdn Bhd,John Williams,Johor Baharu,Sofas,2.5
SPL-16244,Elegant Living Designs Co.,Maria Jones,Batu Pahat,Tables,4.8
SPL-16245,Rattan Table Masters Inc. Co.,Michael Lee,Johor Baharu,Bookcases,3.1
SPL-16246,Space Savers Furniture Corp.,Emma Smith,Kulai,Shelving,4.8
SPL-16247,Plastic Artisan Woodworks LLC,Michael Smith,Johor Baharu,Wardrobes,4.1
SPL-16248,Outdoor Living Designs LLC,Emma Garcia,Batu Pahat,Dining Sets,4.5
SPL-16249,Wood Master Creations Corp.,Michael Williams,Kulai,Shelving,2.9
SPL-16250,Contemporary Style Co. Co.,Maria Williams,Kulai,Beds,3.9
SPL-16251,Comfort Craft Furniture Corp.,Jane Williams,Johor Baharu,Bar Stools,2.8
SPL-16252,Metal Premium Seating Solutions Inc.,Jeff Williams,Kulai,Recliners,4.0
SPL-16253,Glass Elegant Living Designs LLC,Jeff Jones,Johor Baharu,Tables,4.2
SPL-16254,Heritage Furniture Makers Sdn Bhd,Robert Smith,Muar,Tables,2.5
SPL-16255,Wood Table Masters Inc. Inc.,Emma Jones,Batu Pahat,Desks,4.9
SPL-16256,Artisan Woodworks Inc.,Robert Jones,Batu Pahat,Cabinets,2.9
SPL-16257,Plastic Contemporary Style Co. Co.,Sarah Alice,Kuala Lumpur,Recliners,4.6
SPL-16258,Modern Home Furnishings Inc.,Robert Alice,Kuala Lumpur,Tables,2.7
SPL-16259,Outdoor Living Designs Corp.,Jane Smith,Batu Pahat,Recliners,3.0
SPL-16260,Premium Seating Solutions LLC,Jeff Lee,Kulai,Dining Sets,4.8
SPL-16261,Plastic Heritage Furniture Makers Inc.,Michael Jones,Batu Pahat,Office Furniture,3.8
SPL-16262,Contemporary Style Co. Corp.,John Johnson,Batu Pahat,Bookcases,4.9
SPL-16263,Office Pro Furnishings LLC,Robert Brown,Kuala Lumpur,Dining Sets,2.6
SPL-16264,Space Savers Furniture Sdn Bhd,Jane Brown,Muar,Outdoor Furniture,4.9
SPL-16265,Contemporary Style Co. LLC,Maria Johnson,Kuala Lumpur,Dining Sets,4.3
SPL-16266,Heritage Furniture Makers LLC,Emma Brown,Batu Pahat,Beds,4.7
SPL-16267,Luxury Living Spaces Sdn Bhd,Jane Smith,Batu Pahat,Benches,4.8
SPL-16268,Classic Comfort Interiors Co.,Jeff Johnson,Kulai,Benches,4.9
SPL-16269,Wood Table Masters Inc. Corp.,Maria Alice,Kulai,Recliners,2.7
SPL-16270,Premium Seating Solutions Inc.,Michael Smith,Kulai,Wardrobes,5.0
SPL-16271,Space Savers Furniture Corp.,John Alice,Muar,Chairs,3.5
SPL-16272,Metal Artisan Woodworks Corp.,Jeff Williams,Kuala Lumpur,Beds,4.5
SPL-16273,Space Savers Furniture Corp.,Michael Garcia,Muar,Desks,3.1
SPL-16274,Elegant Living Designs Corp.,Jane Alice,Kulai,Dining Sets,3.6
SPL-16275,Outdoor Living Designs Ltd.,Michael Jones,Johor Baharu,Beds,3.5
SPL-16276,Contemporary Style Co. Inc.,Robert Brown,Kuala Lumpur,Office Furniture,4.5
SPL-16277,Wood Master Creations Corp.,Michael Alice,Batu Pahat,Dining Sets,3.5
SPL-16278,Bedroom Bliss Creations Ltd.,Michael Johnson,Kulai,Tables,4.8
SPL-16279,Wood Master Creations Co.,Jeff Williams,Kulai,Bookcases,2.6
SPL-16280,Metal Heritage Furniture Makers Co.,Emma Lee,Kulai,Recliners,3.3
SPL-16281,Luxury Living Spaces Sdn Bhd,Robert Williams,Kuala Lumpur,Chairs,4.5
SPL-16282,Artisan Woodworks Inc.,John Jones,Johor Baharu,Bookcases,4.4
SPL-16283,Plastic Classic Comfort Interiors Corp.,Robert Smith,Johor Baharu,Benches,4.6
SPL-16284,Modern Home Furnishings Sdn Bhd,Maria Williams,Batu Pahat,Beds,4.2
SPL-16285,Table Masters Inc. Sdn Bhd,Robert Williams,Kulai,Shelving,3.0
SPL-16286,Heritage Furniture Makers Corp.,Maria Jones,Kulai,Recliners,3.2
SPL-16287,Heritage Furniture Makers Corp.,Maria Alice,Kuala Lumpur,Dining Sets,3.6
SPL-16288,Classic Comfort Interiors Sdn Bhd,Michael Lee,Batu Pahat,Wardrobes,2.8
SPL-16289,Rattan Heritage Furniture Makers LLC,Sarah Garcia,Kulai,Shelving,4.6
SPL-16290,Luxury Living Spaces Sdn Bhd,Jeff Johnson,Batu Pahat,Beds,4.0
SPL-16291,Plastic Contemporary Style Co. Inc.,Maria Alice,Muar,Office Furniture,3.6
SPL-16292,Classic Comfort Interiors LLC,Emma Johnson,Batu Pahat,Sofas,4.2
SPL-16293,Table Masters Inc. Sdn Bhd,John Lee,Kuala Lumpur,Benches,4.7
SPL-16294,Heritage Furniture Makers Ltd.,Maria Lee,Johor Baharu,Bookcases,3.2
SPL-16295,Artisan Woodworks LLC,Robert Williams,Johor Baharu,Office Furniture,3.6
SPL-16296,Outdoor Living Designs Sdn Bhd,Sarah Garcia,Batu Pahat,Recliners,4.8
SPL-16297,Bedroom Bliss Creations Ltd.,Maria Lee,Johor Baharu,Benches,3.5
SPL-16298,Fabric Luxury Living Spaces Ltd.,John Garcia,Batu Pahat,Chairs,5.0
SPL-16299,Elegant Living Designs Corp.,Sarah Smith,Batu Pahat,Dining Sets,4.8
SPL-16300,Contemporary Style Co. Co.,Sarah Jones,Kuala Lumpur,Cabinets,4.3
SPL-16301,Plastic Elegant Living Designs Co.,Emma Johnson,Batu Pahat,Dining Sets,3.6
SPL-16302,Bedroom Bliss Creations Sdn Bhd,Robert Garcia,Johor Baharu,Beds,4.8
SPL-16303,Modern Home Furnishings Ltd.,Jane Smith,Muar,Cabinets,3.4
SPL-16304,Table Masters Inc. Inc.,Emma Alice,Johor Baharu,Tables,3.2
SPL-16305,Premium Seating Solutions Co.,Robert Smith,Kulai,Cabinets,3.8
SPL-16306,Table Masters Inc. Inc.,Maria Jones,Muar,Cabinets,4.2
SPL-16307,Table Masters Inc. Ltd.,Robert Williams,Johor Baharu,Shelving,3.4
SPL-16308,Modern Home Furnishings Ltd.,Sarah Lee,Kulai,Cabinets,3.1
SPL-16309,Elegant Living Designs Inc.,Emma Smith,Kuala Lumpur,Chairs,4.6
SPL-16310,Metal Table Masters Inc. Inc.,Maria Johnson,Kuala Lumpur,Recliners,2.7
SPL-16311,Outdoor Living Designs LLC,Jeff Smith,Kuala Lumpur,Tables,4.1
SPL-16312,Classic Comfort Interiors Co.,John Smith,Batu Pahat,Shelving,4.4
SPL-16313,Wood Table Masters Inc. Corp.,Robert Smith,Kulai,Office Furniture,3.0
SPL-16314,Wood Modern Home Furnishings Inc.,Emma Jones,Johor Baharu,Wardrobes,4.8
SPL-16315,Outdoor Living Designs Corp.,Sarah Garcia,Johor Baharu,Shelving,4.8
SPL-16316,Modern Home Furnishings Inc.,Emma Johnson,Batu Pahat,Bookcases,3.3
SPL-16317,Metal Classic Comfort Interiors LLC,John Williams,Kuala Lumpur,Beds,2.9
SPL-16318,Luxury Living Spaces Co.,Robert Lee,Kulai,Bar Stools,3.8
SPL-16319,Elegant Living Designs Co.,Sarah Alice,Johor Baharu,Dining Sets,2.9
SPL-16320,Rattan Luxury Living Spaces LLC,Jane Lee,Johor Baharu,Cabinets,3.5
SPL-16321,Premium Seating Solutions Corp.,Maria Alice,Kulai,Tables,3.7
SPL-16322,Luxury Living Spaces Ltd.,Maria Johnson,Johor Baharu,Chairs,4.0
SPL-16323,Luxury Living Spaces Sdn Bhd,Jeff Smith,Kuala Lumpur,Outdoor Furniture,2.5
