SKU,ItemName,Category,Material,Color,WarehouseLocation,Quantity,Supplier,LastUpdated,Description
TAB-W-RED-0013,Modern Wood Table,Table,Wood,Red,C1-R2,261,Global Furnish,04/05/2025,"Modern Wood Table - Wood Red design, sourced from Global Furnish."
BSF-C-GRY-0009,Modern Composite Bookshelf,Bookshelf,Composite,Grey,B3-R1,244,Homedecor Co.,19/11/2024,"Modern Composite Bookshelf - Composite Grey design, sourced from Homedecor Co.."
SOF-W-GRN-0007,Deluxe Green Wood Sofa,Sofa,Wood,Green,D4-R1,97,FurniWorld,24/03/2025,"Deluxe Green Wood Sofa - Wood Green design, sourced from FurniWorld."
DSK-P-RED-0004,Cozy Plastic Desk,Desk,Plastic,Red,B3-R2,3,Urban Living,17/09/2025,"Cozy Plastic Desk - Plastic Red design, sourced from Urban Living."
CNS-C-GRY-0009,Cozy Composite Console,Console,Composite,Grey,B2-R4,120,ComfortLine,20/12/2024,"Cozy Composite Console - Composite Grey design, sourced from ComfortLine."
WRD-L-BLK-0009,Classic Leather Wardrobe,Wardrobe,Leather,Black,A4-R1,338,Global Furnish,24/01/2025,"Classic Leather Wardrobe - Leather Black design, sourced from Global Furnish."
CHR-P-WHT-0008,Modern White Plastic Chair,Chair,Plastic,White,D3-R3,315,Urban Living,20/08/2025,"Modern White Plastic Chair - Plastic White design, sourced from Urban Living."
CNS-R-RED-0004,Classic Rattan Console,Console,Rattan,Red,C4-R2,39,Classic Interiors,14/02/2025,"Classic Rattan Console - Rattan Red design, sourced from Classic Interiors."
BSF-G-OAK-0006,Vintage Glass Bookshelf,Bookshelf,Glass,Oak,C4-R3,474,EverWood,13/10/2025,"Vintage Glass Bookshelf - Glass Oak design, sourced from EverWood."
CHR-G-BLK-0005,Deluxe Black Glass Chair,Chair,Glass,Black,B3-R4,174,Homedecor Co.,21/06/2025,"Deluxe Black Glass Chair - Glass Black design, sourced from Homedecor Co.."
DRS-W-BLK-0012,Minimal Wood Dresser,Dresser,Wood,Black,A1-R4,402,Homedecor Co.,07/06/2025,"Minimal Wood Dresser - Wood Black design, sourced from Homedecor Co.."
DSK-L-BLK-0007,Premium Leather Desk,Desk,Leather,Black,B3-R4,472,FurniWorld,12/11/2024,"Premium Leather Desk - Leather Black design, sourced from FurniWorld."
TAB-G-NAT-0006,Stylish Glass Table,Table,Glass,Natural,A2-R4,425,Urban Living,08/03/2025,"Stylish Glass Table - Glass Natural design, sourced from Urban Living."
BSF-M-OAK-0009,Cozy Metal Bookshelf,Bookshelf,Metal,Oak,D1-R3,310,EverWood,10/04/2025,"Cozy Metal Bookshelf - Metal Oak design, sourced from EverWood."
SOF-G-OAK-0007,Minimal Oak Glass Sofa,Sofa,Glass,Oak,C1-R3,192,Urban Living,31/05/2025,"Minimal Oak Glass Sofa - Glass Oak design, sourced from Urban Living."
DRS-G-RED-0006,Deluxe Glass Dresser,Dresser,Glass,Red,B1-R2,91,Global Furnish,18/04/2025,"Deluxe Glass Dresser - Glass Red design, sourced from Global Furnish."
CAB-L-BLU-0010,Vintage Leather Cabinet,Cabinet,Leather,Blue,B4-R2,339,EverWood,14/09/2025,"Vintage Leather Cabinet - Leather Blue design, sourced from EverWood."
CNS-C-BRN-0010,Deluxe Composite Console,Console,Composite,Brown,A4-R2,378,Urban Living,27/02/2025,"Deluxe Composite Console - Composite Brown design, sourced from Urban Living."
DRS-W-BLK-0013,Deluxe Wood Dresser,Dresser,Wood,Black,D3-R4,285,FurniWorld,28/04/2025,"Deluxe Wood Dresser - Wood Black design, sourced from FurniWorld."
SOF-G-BGE-0010,Classic Beige Glass Sofa,Sofa,Glass,Beige,A3-R2,290,ComfortLine,01/12/2024,"Classic Beige Glass Sofa - Glass Beige design, sourced from ComfortLine."
DSK-G-GRN-0008,Classic Glass Desk,Desk,Glass,Green,D3-R4,87,EverWood,03/03/2025,"Classic Glass Desk - Glass Green design, sourced from EverWood."
CNS-P-BRN-0006,Classic Plastic Console,Console,Plastic,Brown,B4-R2,138,Global Furnish,24/09/2025,"Classic Plastic Console - Plastic Brown design, sourced from Global Furnish."
CAB-R-WHT-0007,Vintage Rattan Cabinet,Cabinet,Rattan,White,B4-R2,392,Urban Living,16/04/2025,"Vintage Rattan Cabinet - Rattan White design, sourced from Urban Living."
DRS-L-BGE-0009,Minimal Leather Dresser,Dresser,Leather,Beige,A2-R4,358,Nova Supplies,18/10/2025,"Minimal Leather Dresser - Leather Beige design, sourced from Nova Supplies."
TAB-G-BLK-0005,Compact Glass Table,Table,Glass,Black,C5-R1,342,EverWood,11/08/2025,"Compact Glass Table - Glass Black design, sourced from EverWood."
BSF-R-NAT-0009,Cozy Rattan Bookshelf,Bookshelf,Rattan,Natural,A2-R2,150,Urban Living,02/07/2025,"Cozy Rattan Bookshelf - Rattan Natural design, sourced from Urban Living."
TAB-P-NAT-0007,Minimal Plastic Table,Table,Plastic,Natural,A4-R3,150,Urban Living,07/11/2025,"Minimal Plastic Table - Plastic Natural design, sourced from Urban Living."
DRS-P-BGE-0005,Modern Plastic Dresser,Dresser,Plastic,Beige,C5-R1,334,Homedecor Co.,18/10/2025,"Modern Plastic Dresser - Plastic Beige design, sourced from Homedecor Co.."
BSF-W-OAK-0009,Compact Wood Bookshelf,Bookshelf,Wood,Oak,C4-R3,184,ComfortLine,23/08/2025,"Compact Wood Bookshelf - Wood Oak design, sourced from ComfortLine."
WRD-M-NAT-0006,Cozy Metal Wardrobe,Wardrobe,Metal,Natural,C3-R3,210,FurniWorld,25/11/2024,"Cozy Metal Wardrobe - Metal Natural design, sourced from FurniWorld."
SOF-G-OAK-0008,Modern Oak Glass Sofa,Sofa,Glass,Oak,C5-R3,401,FurniWorld,28/05/2025,"Modern Oak Glass Sofa - Glass Oak design, sourced from FurniWorld."
SOF-L-GRN-0010,Stylish Green Leather Sofa,Sofa,Leather,Green,A1-R2,41,ComfortLine,15/05/2025,"Stylish Green Leather Sofa - Leather Green design, sourced from ComfortLine."
TAB-L-RED-0008,Cozy Leather Table,Table,Leather,Red,D1-R1,283,Global Furnish,10/08/2025,"Cozy Leather Table - Leather Red design, sourced from Global Furnish."
STL-R-BRN-0004,Premium Brown Rattan Stool,Stool,Rattan,Brown,C5-R3,223,FurniWorld,11/02/2025,"Premium Brown Rattan Stool - Rattan Brown design, sourced from FurniWorld."
WRD-P-GRN-0005,Cozy Plastic Wardrobe,Wardrobe,Plastic,Green,A2-R2,221,EverWood,05/03/2025,"Cozy Plastic Wardrobe - Plastic Green design, sourced from EverWood."
CHR-W-NAT-0004,Elegant Natural Wood Chair,Chair,Wood,Natural,B1-R3,283,Classic Interiors,09/06/2025,"Elegant Natural Wood Chair - Wood Natural design, sourced from Classic Interiors."
BNH-W-OAK-0006,Compact Oak Wood Bench,Bench,Wood,Oak,A1-R2,486,Urban Living,14/09/2025,"Compact Oak Wood Bench - Wood Oak design, sourced from Urban Living."
DSK-F-GRN-0006,Elegant Fabric Desk,Desk,Fabric,Green,C2-R3,318,ComfortLine,09/02/2025,"Elegant Fabric Desk - Fabric Green design, sourced from ComfortLine."
BED-M-BLU-0010,Cozy Blue Metal Bed,Bed,Metal,Blue,B4-R4,401,Homedecor Co.,14/02/2025,"Cozy Blue Metal Bed - Metal Blue design, sourced from Homedecor Co.."
WRD-W-WHT-0007,Classic Wood Wardrobe,Wardrobe,Wood,White,C2-R1,303,Global Furnish,16/06/2025,"Classic Wood Wardrobe - Wood White design, sourced from Global Furnish."
CNS-C-BLU-0005,Vintage Composite Console,Console,Composite,Blue,D3-R1,440,Homedecor Co.,24/09/2025,"Vintage Composite Console - Composite Blue design, sourced from Homedecor Co.."
CHR-F-BRN-0009,Stylish Brown Fabric Chair,Chair,Fabric,Brown,A5-R1,31,Classic Interiors,11/04/2025,"Stylish Brown Fabric Chair - Fabric Brown design, sourced from Classic Interiors."
TAB-L-BGE-0007,Minimal Leather Table,Table,Leather,Beige,A2-R1,76,Nova Supplies,03/03/2025,"Minimal Leather Table - Leather Beige design, sourced from Nova Supplies."
WRD-L-BLK-0010,Stylish Leather Wardrobe,Wardrobe,Leather,Black,B1-R2,367,Homedecor Co.,10/12/2024,"Stylish Leather Wardrobe - Leather Black design, sourced from Homedecor Co.."
BSF-M-GRN-0003,Classic Metal Bookshelf,Bookshelf,Metal,Green,B3-R1,461,Nova Supplies,21/05/2025,"Classic Metal Bookshelf - Metal Green design, sourced from Nova Supplies."
BNH-G-NAT-0008,Modern Natural Glass Bench,Bench,Glass,Natural,C1-R1,63,EverWood,30/03/2025,"Modern Natural Glass Bench - Glass Natural design, sourced from EverWood."
BSF-W-BLU-0005,Stylish Wood Bookshelf,Bookshelf,Wood,Blue,A5-R4,293,EverWood,16/05/2025,"Stylish Wood Bookshelf - Wood Blue design, sourced from EverWood."
STL-P-GRY-0009,Stylish Grey Plastic Stool,Stool,Plastic,Grey,A2-R3,67,Nova Supplies,08/07/2025,"Stylish Grey Plastic Stool - Plastic Grey design, sourced from Nova Supplies."
BSF-C-GRY-0010,Elegant Composite Bookshelf,Bookshelf,Composite,Grey,A2-R4,316,Urban Living,10/08/2025,"Elegant Composite Bookshelf - Composite Grey design, sourced from Urban Living."
DSK-R-BRN-0005,Classic Rattan Desk,Desk,Rattan,Brown,D3-R3,483,Homedecor Co.,25/04/2025,"Classic Rattan Desk - Rattan Brown design, sourced from Homedecor Co.."
BNH-R-RED-0008,Vintage Red Rattan Bench,Bench,Rattan,Red,C5-R1,286,ComfortLine,28/07/2025,"Vintage Red Rattan Bench - Rattan Red design, sourced from ComfortLine."
WRD-C-BLK-0011,Minimal Composite Wardrobe,Wardrobe,Composite,Black,B2-R2,325,Global Furnish,10/09/2025,"Minimal Composite Wardrobe - Composite Black design, sourced from Global Furnish."
SOF-L-RED-0008,Stylish Red Leather Sofa,Sofa,Leather,Red,C3-R2,165,Global Furnish,19/02/2025,"Stylish Red Leather Sofa - Leather Red design, sourced from Global Furnish."
CAB-M-NAT-0008,Compact Metal Cabinet,Cabinet,Metal,Natural,A1-R4,387,Homedecor Co.,21/06/2025,"Compact Metal Cabinet - Metal Natural design, sourced from Homedecor Co.."
BSF-L-GRY-0006,Premium Leather Bookshelf,Bookshelf,Leather,Grey,C4-R2,0,ComfortLine,21/10/2025,"Premium Leather Bookshelf - Leather Grey design, sourced from ComfortLine."
BSF-R-NAT-0010,Compact Rattan Bookshelf,Bookshelf,Rattan,Natural,D1-R1,190,Homedecor Co.,17/06/2025,"Compact Rattan Bookshelf - Rattan Natural design, sourced from Homedecor Co.."
CAB-C-NAT-0005,Classic Composite Cabinet,Cabinet,Composite,Natural,C1-R1,382,Classic Interiors,11/10/2025,"Classic Composite Cabinet - Composite Natural design, sourced from Classic Interiors."
CAB-C-RED-0010,Elegant Composite Cabinet,Cabinet,Composite,Red,D1-R3,335,Homedecor Co.,20/08/2025,"Elegant Composite Cabinet - Composite Red design, sourced from Homedecor Co.."
DRS-P-OAK-0010,Premium Plastic Dresser,Dresser,Plastic,Oak,A4-R3,96,Homedecor Co.,23/11/2024,"Premium Plastic Dresser - Plastic Oak design, sourced from Homedecor Co.."
SOF-G-RED-0008,Modern Red Glass Sofa,Sofa,Glass,Red,D5-R4,279,Nova Supplies,03/03/2025,"Modern Red Glass Sofa - Glass Red design, sourced from Nova Supplies."
DSK-R-GRN-0004,Compact Rattan Desk,Desk,Rattan,Green,D3-R2,260,Homedecor Co.,05/02/2025,"Compact Rattan Desk - Rattan Green design, sourced from Homedecor Co.."
CAB-F-GRN-0010,Deluxe Fabric Cabinet,Cabinet,Fabric,Green,A1-R4,195,Urban Living,21/02/2025,"Deluxe Fabric Cabinet - Fabric Green design, sourced from Urban Living."
CHR-G-RED-0003,Cozy Red Glass Chair,Chair,Glass,Red,B1-R1,176,Nova Supplies,18/07/2025,"Cozy Red Glass Chair - Glass Red design, sourced from Nova Supplies."
CHR-L-BRN-0008,Elegant Brown Leather Chair,Chair,Leather,Brown,D3-R1,184,FurniWorld,30/05/2025,"Elegant Brown Leather Chair - Leather Brown design, sourced from FurniWorld."
DSK-L-BLK-0008,Compact Leather Desk,Desk,Leather,Black,C1-R3,80,Global Furnish,15/03/2025,"Compact Leather Desk - Leather Black design, sourced from Global Furnish."
TAB-W-GRN-0012,Minimal Wood Table,Table,Wood,Green,D2-R2,242,Nova Supplies,03/11/2025,"Minimal Wood Table - Wood Green design, sourced from Nova Supplies."
CNS-G-BLK-0009,Compact Glass Console,Console,Glass,Black,D5-R4,382,FurniWorld,11/02/2025,"Compact Glass Console - Glass Black design, sourced from FurniWorld."
WRD-R-BLK-0005,Minimal Rattan Wardrobe,Wardrobe,Rattan,Black,A1-R4,183,FurniWorld,14/06/2025,"Minimal Rattan Wardrobe - Rattan Black design, sourced from FurniWorld."
TAB-F-RED-0008,Classic Fabric Table,Table,Fabric,Red,D1-R4,132,Homedecor Co.,22/06/2025,"Classic Fabric Table - Fabric Red design, sourced from Homedecor Co.."
CNS-G-BLK-0010,Premium Glass Console,Console,Glass,Black,C4-R3,297,Classic Interiors,22/07/2025,"Premium Glass Console - Glass Black design, sourced from Classic Interiors."
CHR-C-BLU-0008,Vintage Blue Composite Chair,Chair,Composite,Blue,A5-R3,401,EverWood,26/01/2025,"Vintage Blue Composite Chair - Composite Blue design, sourced from EverWood."
BNH-R-GRN-0010,Compact Green Rattan Bench,Bench,Rattan,Green,D2-R2,238,Classic Interiors,19/10/2025,"Compact Green Rattan Bench - Rattan Green design, sourced from Classic Interiors."
BNH-F-BRN-0009,Elegant Brown Fabric Bench,Bench,Fabric,Brown,B2-R3,308,Homedecor Co.,01/05/2025,"Elegant Brown Fabric Bench - Fabric Brown design, sourced from Homedecor Co.."
SOF-G-BLU-0007,Compact Blue Glass Sofa,Sofa,Glass,Blue,C4-R1,415,Homedecor Co.,30/03/2025,"Compact Blue Glass Sofa - Glass Blue design, sourced from Homedecor Co.."
TAB-F-OAK-0006,Modern Fabric Table,Table,Fabric,Oak,B2-R3,244,Classic Interiors,01/01/2025,"Modern Fabric Table - Fabric Oak design, sourced from Classic Interiors."
CAB-W-WHT-0007,Premium Wood Cabinet,Cabinet,Wood,White,D3-R1,416,FurniWorld,23/01/2025,"Premium Wood Cabinet - Wood White design, sourced from FurniWorld."
BED-P-BLU-0007,Vintage Blue Plastic Bed,Bed,Plastic,Blue,B5-R1,445,Classic Interiors,03/04/2025,"Vintage Blue Plastic Bed - Plastic Blue design, sourced from Classic Interiors."
CAB-M-BLU-0004,Premium Metal Cabinet,Cabinet,Metal,Blue,B2-R1,43,Global Furnish,01/06/2025,"Premium Metal Cabinet - Metal Blue design, sourced from Global Furnish."
CNS-R-BRN-0010,Stylish Rattan Console,Console,Rattan,Brown,D3-R3,389,FurniWorld,05/05/2025,"Stylish Rattan Console - Rattan Brown design, sourced from FurniWorld."
SOF-G-BLK-0012,Deluxe Black Glass Sofa,Sofa,Glass,Black,C3-R1,359,Classic Interiors,10/12/2024,"Deluxe Black Glass Sofa - Glass Black design, sourced from Classic Interiors."
TAB-C-NAT-0009,Minimal Composite Table,Table,Composite,Natural,D4-R3,245,EverWood,16/07/2025,"Minimal Composite Table - Composite Natural design, sourced from EverWood."
BED-L-WHT-0006,Compact White Leather Bed,Bed,Leather,White,A1-R2,143,Urban Living,25/07/2025,"Compact White Leather Bed - Leather White design, sourced from Urban Living."
BED-M-BGE-0007,Minimal Beige Metal Bed,Bed,Metal,Beige,B3-R3,53,EverWood,07/11/2025,"Minimal Beige Metal Bed - Metal Beige design, sourced from EverWood."
CHR-G-RED-0004,Vintage Red Glass Chair,Chair,Glass,Red,A5-R4,253,Homedecor Co.,30/06/2025,"Vintage Red Glass Chair - Glass Red design, sourced from Homedecor Co.."
SOF-L-OAK-0011,Compact Oak Leather Sofa,Sofa,Leather,Oak,D3-R2,469,EverWood,29/04/2025,"Compact Oak Leather Sofa - Leather Oak design, sourced from EverWood."
BSF-R-GRN-0005,Classic Rattan Bookshelf,Bookshelf,Rattan,Green,D1-R4,333,Urban Living,24/04/2025,"Classic Rattan Bookshelf - Rattan Green design, sourced from Urban Living."
SOF-F-GRN-0006,Premium Green Fabric Sofa,Sofa,Fabric,Green,D1-R2,375,EverWood,05/04/2025,"Premium Green Fabric Sofa - Fabric Green design, sourced from EverWood."
BED-P-BGE-0007,Classic Beige Plastic Bed,Bed,Plastic,Beige,C2-R2,105,ComfortLine,02/08/2025,"Classic Beige Plastic Bed - Plastic Beige design, sourced from ComfortLine."
STL-L-BGE-0005,Minimal Beige Leather Stool,Stool,Leather,Beige,A5-R3,103,Classic Interiors,18/10/2025,"Minimal Beige Leather Stool - Leather Beige design, sourced from Classic Interiors."
BNH-C-RED-0008,Modern Red Composite Bench,Bench,Composite,Red,D5-R2,408,Urban Living,12/06/2025,"Modern Red Composite Bench - Composite Red design, sourced from Urban Living."
DRS-C-RED-0014,Cozy Composite Dresser,Dresser,Composite,Red,C2-R3,50,EverWood,31/08/2025,"Cozy Composite Dresser - Composite Red design, sourced from EverWood."
TAB-L-NAT-0007,Minimal Leather Table,Table,Leather,Natural,C4-R1,429,Classic Interiors,17/04/2025,"Minimal Leather Table - Leather Natural design, sourced from Classic Interiors."
DRS-F-BGE-0009,Modern Fabric Dresser,Dresser,Fabric,Beige,C4-R3,278,EverWood,04/11/2025,"Modern Fabric Dresser - Fabric Beige design, sourced from EverWood."
SOF-P-BLU-0007,Minimal Blue Plastic Sofa,Sofa,Plastic,Blue,D2-R4,32,Urban Living,05/03/2025,"Minimal Blue Plastic Sofa - Plastic Blue design, sourced from Urban Living."
BNH-L-OAK-0009,Elegant Oak Leather Bench,Bench,Leather,Oak,C2-R4,87,Global Furnish,30/04/2025,"Elegant Oak Leather Bench - Leather Oak design, sourced from Global Furnish."
DSK-L-BLU-0005,Minimal Leather Desk,Desk,Leather,Blue,A3-R2,346,ComfortLine,08/01/2025,"Minimal Leather Desk - Leather Blue design, sourced from ComfortLine."
CHR-F-OAK-0007,Modern Oak Fabric Chair,Chair,Fabric,Oak,D5-R3,312,ComfortLine,04/01/2025,"Modern Oak Fabric Chair - Fabric Oak design, sourced from ComfortLine."
DRS-L-GRY-0004,Modern Leather Dresser,Dresser,Leather,Grey,A2-R2,285,Homedecor Co.,11/02/2025,"Modern Leather Dresser - Leather Grey design, sourced from Homedecor Co.."
BED-R-BGE-0011,Classic Beige Rattan Bed,Bed,Rattan,Beige,D5-R4,279,Nova Supplies,30/06/2025,"Classic Beige Rattan Bed - Rattan Beige design, sourced from Nova Supplies."
CAB-C-BGE-0007,Vintage Composite Cabinet,Cabinet,Composite,Beige,A2-R2,483,Global Furnish,09/02/2025,"Vintage Composite Cabinet - Composite Beige design, sourced from Global Furnish."
BED-M-OAK-0013,Stylish Oak Metal Bed,Bed,Metal,Oak,C1-R1,276,EverWood,20/11/2024,"Stylish Oak Metal Bed - Metal Oak design, sourced from EverWood."
DRS-F-BLU-0003,Classic Fabric Dresser,Dresser,Fabric,Blue,B1-R4,51,Classic Interiors,05/10/2025,"Classic Fabric Dresser - Fabric Blue design, sourced from Classic Interiors."
WRD-L-BLU-0009,Stylish Leather Wardrobe,Wardrobe,Leather,Blue,C4-R2,152,Homedecor Co.,30/05/2025,"Stylish Leather Wardrobe - Leather Blue design, sourced from Homedecor Co.."
WRD-C-OAK-0007,Compact Composite Wardrobe,Wardrobe,Composite,Oak,A1-R4,271,ComfortLine,29/01/2025,"Compact Composite Wardrobe - Composite Oak design, sourced from ComfortLine."
SOF-M-GRN-0009,Minimal Green Metal Sofa,Sofa,Metal,Green,B1-R3,472,Nova Supplies,13/11/2024,"Minimal Green Metal Sofa - Metal Green design, sourced from Nova Supplies."
BED-C-BLK-0008,Elegant Black Composite Bed,Bed,Composite,Black,C4-R2,376,ComfortLine,29/10/2025,"Elegant Black Composite Bed - Composite Black design, sourced from ComfortLine."
CAB-W-BRN-0013,Premium Wood Cabinet,Cabinet,Wood,Brown,D1-R3,276,FurniWorld,12/07/2025,"Premium Wood Cabinet - Wood Brown design, sourced from FurniWorld."
WRD-C-GRY-0014,Modern Composite Wardrobe,Wardrobe,Composite,Grey,B5-R1,419,Urban Living,09/09/2025,"Modern Composite Wardrobe - Composite Grey design, sourced from Urban Living."
DRS-G-BLU-0008,Elegant Glass Dresser,Dresser,Glass,Blue,B4-R3,246,Global Furnish,03/07/2025,"Elegant Glass Dresser - Glass Blue design, sourced from Global Furnish."
BED-M-BLK-0010,Cozy Black Metal Bed,Bed,Metal,Black,D3-R2,81,ComfortLine,17/07/2025,"Cozy Black Metal Bed - Metal Black design, sourced from ComfortLine."
CNS-L-BRN-0011,Vintage Leather Console,Console,Leather,Brown,D1-R2,209,EverWood,01/09/2025,"Vintage Leather Console - Leather Brown design, sourced from EverWood."
SOF-R-RED-0008,Cozy Red Rattan Sofa,Sofa,Rattan,Red,D2-R3,140,EverWood,03/07/2025,"Cozy Red Rattan Sofa - Rattan Red design, sourced from EverWood."
SOF-W-BRN-0003,Cozy Brown Wood Sofa,Sofa,Wood,Brown,C5-R2,150,EverWood,26/04/2025,"Cozy Brown Wood Sofa - Wood Brown design, sourced from EverWood."
CHR-W-NAT-0005,Vintage Natural Wood Chair,Chair,Wood,Natural,D1-R3,261,Nova Supplies,05/04/2025,"Vintage Natural Wood Chair - Wood Natural design, sourced from Nova Supplies."
DSK-F-BRN-0010,Premium Fabric Desk,Desk,Fabric,Brown,B5-R3,76,Global Furnish,22/05/2025,"Premium Fabric Desk - Fabric Brown design, sourced from Global Furnish."
STL-P-BLU-0006,Cozy Blue Plastic Stool,Stool,Plastic,Blue,B1-R3,312,Urban Living,20/01/2025,"Cozy Blue Plastic Stool - Plastic Blue design, sourced from Urban Living."
BNH-L-GRN-0008,Elegant Green Leather Bench,Bench,Leather,Green,A5-R2,367,EverWood,13/03/2025,"Elegant Green Leather Bench - Leather Green design, sourced from EverWood."
BNH-R-RED-0009,Stylish Red Rattan Bench,Bench,Rattan,Red,A1-R4,50,Nova Supplies,29/06/2025,"Stylish Red Rattan Bench - Rattan Red design, sourced from Nova Supplies."
TAB-M-BGE-0008,Elegant Metal Table,Table,Metal,Beige,C5-R1,367,Classic Interiors,28/01/2025,"Elegant Metal Table - Metal Beige design, sourced from Classic Interiors."
BSF-M-GRY-0009,Vintage Metal Bookshelf,Bookshelf,Metal,Grey,A5-R2,411,Classic Interiors,08/02/2025,"Vintage Metal Bookshelf - Metal Grey design, sourced from Classic Interiors."
WRD-P-WHT-0011,Elegant Plastic Wardrobe,Wardrobe,Plastic,White,C2-R2,331,Global Furnish,07/04/2025,"Elegant Plastic Wardrobe - Plastic White design, sourced from Global Furnish."
WRD-P-WHT-0012,Vintage Plastic Wardrobe,Wardrobe,Plastic,White,C4-R1,457,EverWood,26/09/2025,"Vintage Plastic Wardrobe - Plastic White design, sourced from EverWood."
SOF-M-BRN-0009,Stylish Brown Metal Sofa,Sofa,Metal,Brown,C2-R4,254,Global Furnish,16/12/2024,"Stylish Brown Metal Sofa - Metal Brown design, sourced from Global Furnish."
STL-L-BGE-0006,Deluxe Beige Leather Stool,Stool,Leather,Beige,B2-R2,251,FurniWorld,13/11/2024,"Deluxe Beige Leather Stool - Leather Beige design, sourced from FurniWorld."
CAB-F-BLU-0016,Elegant Fabric Cabinet,Cabinet,Fabric,Blue,D1-R2,118,Nova Supplies,07/11/2025,"Elegant Fabric Cabinet - Fabric Blue design, sourced from Nova Supplies."
WRD-P-RED-0007,Classic Plastic Wardrobe,Wardrobe,Plastic,Red,A3-R2,76,EverWood,12/04/2025,"Classic Plastic Wardrobe - Plastic Red design, sourced from EverWood."
CAB-P-RED-0010,Vintage Plastic Cabinet,Cabinet,Plastic,Red,C4-R4,38,Global Furnish,04/01/2025,"Vintage Plastic Cabinet - Plastic Red design, sourced from Global Furnish."
SOF-W-RED-0009,Classic Red Wood Sofa,Sofa,Wood,Red,D5-R1,54,EverWood,23/04/2025,"Classic Red Wood Sofa - Wood Red design, sourced from EverWood."
DSK-G-OAK-0005,Premium Glass Desk,Desk,Glass,Oak,B5-R4,478,Classic Interiors,21/10/2025,"Premium Glass Desk - Glass Oak design, sourced from Classic Interiors."
SOF-W-GRN-0008,Minimal Green Wood Sofa,Sofa,Wood,Green,B4-R3,437,EverWood,04/09/2025,"Minimal Green Wood Sofa - Wood Green design, sourced from EverWood."
WRD-C-OAK-0008,Elegant Composite Wardrobe,Wardrobe,Composite,Oak,A1-R1,466,Nova Supplies,09/08/2025,"Elegant Composite Wardrobe - Composite Oak design, sourced from Nova Supplies."
CNS-F-BRN-0011,Minimal Fabric Console,Console,Fabric,Brown,D4-R2,259,ComfortLine,23/11/2024,"Minimal Fabric Console - Fabric Brown design, sourced from ComfortLine."
BED-L-GRN-0005,Compact Green Leather Bed,Bed,Leather,Green,B1-R1,55,EverWood,20/04/2025,"Compact Green Leather Bed - Leather Green design, sourced from EverWood."
DSK-P-NAT-0006,Modern Plastic Desk,Desk,Plastic,Natural,A2-R2,383,ComfortLine,10/10/2025,"Modern Plastic Desk - Plastic Natural design, sourced from ComfortLine."
WRD-P-BLK-0007,Modern Plastic Wardrobe,Wardrobe,Plastic,Black,D1-R4,47,Classic Interiors,02/12/2024,"Modern Plastic Wardrobe - Plastic Black design, sourced from Classic Interiors."
CAB-L-WHT-0007,Premium Leather Cabinet,Cabinet,Leather,White,A2-R1,486,Homedecor Co.,15/04/2025,"Premium Leather Cabinet - Leather White design, sourced from Homedecor Co.."
CAB-F-WHT-0008,Cozy Fabric Cabinet,Cabinet,Fabric,White,C4-R2,464,Global Furnish,07/07/2025,"Cozy Fabric Cabinet - Fabric White design, sourced from Global Furnish."
CAB-R-BLU-0008,Premium Rattan Cabinet,Cabinet,Rattan,Blue,A5-R2,469,EverWood,30/11/2024,"Premium Rattan Cabinet - Rattan Blue design, sourced from EverWood."
WRD-G-RED-0011,Premium Glass Wardrobe,Wardrobe,Glass,Red,B2-R1,145,ComfortLine,03/03/2025,"Premium Glass Wardrobe - Glass Red design, sourced from ComfortLine."
WRD-R-BLK-0006,Modern Rattan Wardrobe,Wardrobe,Rattan,Black,C4-R1,7,Urban Living,22/02/2025,"Modern Rattan Wardrobe - Rattan Black design, sourced from Urban Living."
DSK-G-GRY-0007,Minimal Glass Desk,Desk,Glass,Grey,D3-R1,369,ComfortLine,18/05/2025,"Minimal Glass Desk - Glass Grey design, sourced from ComfortLine."
DSK-C-BRN-0005,Vintage Composite Desk,Desk,Composite,Brown,B1-R4,30,Global Furnish,05/10/2025,"Vintage Composite Desk - Composite Brown design, sourced from Global Furnish."
WRD-G-BRN-0012,Elegant Glass Wardrobe,Wardrobe,Glass,Brown,D2-R4,377,Urban Living,16/07/2025,"Elegant Glass Wardrobe - Glass Brown design, sourced from Urban Living."
SOF-W-BLU-0006,Deluxe Blue Wood Sofa,Sofa,Wood,Blue,B3-R2,10,Classic Interiors,23/12/2024,"Deluxe Blue Wood Sofa - Wood Blue design, sourced from Classic Interiors."
CHR-C-GRN-0008,Deluxe Green Composite Chair,Chair,Composite,Green,B5-R2,329,Global Furnish,16/07/2025,"Deluxe Green Composite Chair - Composite Green design, sourced from Global Furnish."
BED-F-NAT-0007,Deluxe Natural Fabric Bed,Bed,Fabric,Natural,C2-R1,347,ComfortLine,14/02/2025,"Deluxe Natural Fabric Bed - Fabric Natural design, sourced from ComfortLine."
BSF-C-OAK-0007,Classic Composite Bookshelf,Bookshelf,Composite,Oak,B5-R2,438,ComfortLine,22/03/2025,"Classic Composite Bookshelf - Composite Oak design, sourced from ComfortLine."
CHR-R-BLU-0005,Deluxe Blue Rattan Chair,Chair,Rattan,Blue,D5-R4,246,Urban Living,21/02/2025,"Deluxe Blue Rattan Chair - Rattan Blue design, sourced from Urban Living."
